speed_packs_per_min,seal_temp_c,humidity_pct,pressure_bar,downtime_min_per_hr,line_id,predicted_defect
108.0272874,67.57844861,58.61113196,4.4264519,3.41282109,PACK-L1,1.638993467
111.135174,66.62229986,56.57272615,4.387932243,1.383846275,PACK-L1,1.696824348
107.8180712,65.96300085,62.6133658,4.469468708,2.982469012,PACK-L1,1.481613209
111.3407008,65.66838518,58.06441875,4.12974495,4.409642081,PACK-L1,1.689176415
109.5634909,66.33760324,50.05797025,3.997324585,1.553159373,PACK-L1,1.617071406
109.4934322,65.98242527,48.19811886,4.355186888,4.689547496,PACK-L1,1.5365525
109.1587681,67.07062974,51.83878104,3.962422154,3.686064966,PACK-L1,1.696368516
111.9980429,66.09051303,47.44327123,4.319538466,3.439755776,PACK-L1,1.675566716
108.0324468,65.66801198,48.03298529,4.337405246,2.689964771,PACK-L1,1.413359887
109.1507488,66.36816947,48.71360111,3.987270699,5.877198196,PACK-L1,1.626402946
107.280172,68.36147175,56.8278271,4.216468172,3.702340623,PACK-L1,1.701189597
108.6410971,66.59358637,49.22813752,3.962666353,3.823895432,PACK-L1,1.610777753
107.568968,67.02046235,54.30914802,4.302046388,4.060631856,PACK-L1,1.56485986
108.313158,66.10668793,46.40830682,4.16073444,5.857587438,PACK-L1,1.516246989
107.2293426,69.12770582,54.41010153,4.401406752,1.638202494,PACK-L1,1.714134024
111.374541,66.11679416,46.65678153,4.524267032,3.531361775,PACK-L1,1.607847558
108.6383172,66.02340395,57.89835434,4.191854903,2.567207046,PACK-L1,1.550964899
109.1257528,67.95037199,50.03153392,4.466034055,4.82986244,PACK-L1,1.697470284
108.4698823,68.28903611,51.18862875,4.261024107,2.32827319,PACK-L1,1.713651436
108.48089,67.18100435,49.18858464,4.018441079,2.341785177,PACK-L1,1.637643559
111.1745603,66.09750894,54.41152174,3.961005892,2.163592143,PACK-L1,1.713457706
107.7617766,67.04861482,46.14203065,4.173910181,4.949502476,PACK-L1,1.566153129
107.4082015,66.70147223,49.68004972,3.964029223,1.932753125,PACK-L1,1.541268332
108.8872937,66.913781,47.44462096,4.35637508,1.925618494,PACK-L1,1.56756246
108.1979584,66.89201075,55.09427064,3.971116844,1.489103918,PACK-L1,1.624185762
107.2202489,66.96357704,53.47834065,4.389328965,3.356478398,PACK-L1,1.516737921
111.0806164,65.80906738,52.36293618,4.379441111,5.121612009,PACK-L1,1.625909936
108.5211904,67.02990432,55.36115144,4.523888696,4.615962668,PACK-L1,1.591018287
109.7190114,66.26586629,47.59670248,4.022064093,1.694906152,PACK-L1,1.603796523
109.5516007,66.56162376,61.30616348,4.381677879,5.146623852,PACK-L1,1.658187495
107.9001628,66.75322885,63.64066526,4.495401461,2.451790769,PACK-L1,1.558574408
108.3817902,66.54082986,47.61016904,4.04140903,5.787297755,PACK-L1,1.586301058
107.4722842,66.3151188,52.95340825,4.218304244,2.173974957,PACK-L1,1.484174359
109.3985624,66.66285495,56.32373773,4.383571809,3.574707694,PACK-L1,1.622829571
107.9619349,66.92428245,54.35252296,4.153834009,3.135683792,PACK-L1,1.594047143
108.0668514,67.74785316,56.08541628,4.525186531,2.492020298,PACK-L1,1.621947715
107.5820323,67.67822087,46.09367075,4.472909983,3.494135172,PACK-L1,1.556708102
110.3261268,66.1673578,51.74704737,4.437614888,2.457851746,PACK-L1,1.586039322
109.2919337,67.13752785,46.46490705,4.041297872,4.753913759,PACK-L1,1.679497647
108.7839007,67.116701,54.15024798,4.054443934,3.830729767,PACK-L1,1.677809007
110.6856161,66.12099672,57.37013174,4.338613981,5.992514032,PACK-L1,1.672078871
110.3392421,66.36103434,58.50329839,4.072588908,4.189562959,PACK-L1,1.710867139
108.7567417,66.0279515,47.09027344,4.329597482,5.435249562,PACK-L1,1.50543746
108.8873935,66.2196502,51.09707661,4.363685455,3.468244948,PACK-L1,1.529507825
108.9885128,66.22442494,51.69664625,3.989028901,5.382399374,PACK-L1,1.614103996
107.3168249,68.5747189,45.9248876,4.42894953,3.034435616,PACK-L1,1.631066021
110.0813354,66.63032144,49.21173032,4.437253885,5.577404407,PACK-L1,1.629266409
110.4191271,66.49620193,53.92972197,4.174275212,3.922027385,PACK-L1,1.687411553
107.5161298,66.2116288,58.61861741,4.405902495,4.182711268,PACK-L1,1.489350874
108.5188107,66.45457036,61.29556101,4.48132801,3.660669103,PACK-L1,1.56390256
107.6455519,66.22791191,48.30150054,4.286920788,4.35706939,PACK-L1,1.468562776
107.7922394,67.10455842,52.66529881,3.961632688,4.413378036,PACK-L1,1.635090255
111.4525865,66.9999035,48.24823257,4.416344836,2.39186249,PACK-L1,1.713209139
109.5145054,66.09250512,56.8962995,3.965039045,4.012818096,PACK-L1,1.648490848
107.7127086,68.20467018,55.41604896,4.17418317,2.907037193,PACK-L1,1.703474722
108.471163,67.33347325,49.97066612,4.434721489,2.479476564,PACK-L1,1.589077744
107.6014544,66.73228825,51.36704826,4.08765208,5.540610041,PACK-L1,1.571024324
109.9650675,65.78892655,62.80814513,4.486675676,2.926133702,PACK-L1,1.579429292
110.9174705,66.63223205,49.67652048,4.211785902,4.354228224,PACK-L1,1.704234015
110.9194376,66.41734708,56.74456693,4.466353899,1.639671498,PACK-L1,1.655517977
107.8941066,67.29432207,55.06885229,4.141911902,2.760515156,PACK-L1,1.628361578
110.544757,66.31906735,49.85204024,4.189820767,2.985027932,PACK-L1,1.647622823
109.1244256,67.18591003,54.28528488,4.061291842,4.225816926,PACK-L1,1.705607446
110.7539642,66.45573537,54.06559858,4.358477918,4.40725824,PACK-L1,1.676303402
108.4190704,67.13479527,61.01366394,4.320664978,5.086926269,PACK-L1,1.659606207
109.6309815,65.92558789,52.37526086,4.305198478,4.962553249,PACK-L1,1.569088754
107.1563151,66.53539904,53.85339192,4.188776504,4.296235017,PACK-L1,1.513849405
109.3991027,67.11280356,46.04276887,4.080094976,5.227188735,PACK-L1,1.678305379
108.6674153,67.18151531,46.68145732,4.117535003,1.668357016,PACK-L1,1.614342781
108.6921152,65.97031351,46.37393941,4.153943599,5.13978747,PACK-L1,1.519106952
107.2737995,66.37180457,62.46413837,4.211954562,3.075035436,PACK-L1,1.533025076
109.8407614,66.7829915,60.14641968,4.428647203,5.238552451,PACK-L1,1.682640174
108.2393245,66.59954077,59.62600483,4.114024949,3.921817014,PACK-L1,1.6161461
107.9671532,66.70112649,47.13612896,4.13381544,1.281153863,PACK-L1,1.526670043
108.9321878,66.80900113,61.00886694,4.433365477,5.877344603,PACK-L1,1.644107852
108.362488,67.54409054,58.20989016,4.47495301,3.094646858,PACK-L1,1.641633408
108.5815584,65.6886198,55.49242939,4.453127594,1.909762874,PACK-L1,1.45654224
109.449706,65.796286,47.83971752,4.468969291,1.954917836,PACK-L1,1.474762963
107.0692877,66.00567019,52.16208726,4.057453756,4.474788025,PACK-L1,1.472756747
110.8047645,66.54163129,49.70271618,4.526599473,2.223023003,PACK-L1,1.621820376
110.0886837,65.76087016,49.47195718,4.290197158,1.239376807,PACK-L1,1.537470055
109.3789144,67.24321092,49.99558001,4.34416882,3.473861701,PACK-L1,1.652375016
109.7008858,66.18404991,56.87835682,4.317988693,5.097138438,PACK-L1,1.618527684
107.4749045,66.86902113,54.61432174,4.294695248,3.983781974,PACK-L1,1.547277884
109.117261,65.78806436,62.72490829,4.404433955,5.333342701,PACK-L1,1.564945445
110.2761646,66.76086169,50.42706313,4.294844021,3.918566496,PACK-L1,1.668455413
109.1686398,66.68391054,57.30827846,3.954903655,5.301566074,PACK-L1,1.700147114
108.1730162,65.72769083,51.20056301,4.012947657,1.580968556,PACK-L1,1.486095166
108.5482414,66.40801094,61.06994126,4.033718191,4.949399268,PACK-L1,1.642622528
109.6288641,66.12454617,58.42248296,4.394224151,4.011167163,PACK-L1,1.595544668
108.2918454,67.21271157,61.64395917,4.31287699,5.340940577,PACK-L1,1.666468066
107.4425136,68.6693734,50.73704858,4.377738419,1.931802534,PACK-L1,1.670043583
109.7357757,66.67397502,47.24862939,4.098542516,3.551887054,PACK-L1,1.644280248
109.2946214,67.27613551,45.99995966,4.016834693,5.966425738,PACK-L1,1.704125631
109.5467551,67.13012736,49.75928723,4.463694335,5.99563341,PACK-L1,1.649791578
107.2304278,65.96480038,63.51478945,4.036656081,5.409343115,PACK-L1,1.543351618
110.4272357,66.14912274,53.37492026,4.22676985,3.118789212,PACK-L1,1.63705639
107.1150694,68.25305175,57.96779023,4.270859104,5.935744779,PACK-L1,1.695934511
107.3162051,66.65875355,63.73538654,4.078391615,3.06296114,PACK-L1,1.590623195
108.3445004,67.75092452,49.55398443,4.248023144,2.434012631,PACK-L1,1.650176002
108.0818878,67.13586099,54.07295682,4.329141223,1.705945307,PACK-L1,1.57992617
107.1222504,66.22884985,47.92303672,4.152425167,2.734228239,PACK-L1,1.447502264
110.5285431,67.09009071,47.09302842,4.249632202,2.407922789,PACK-L1,1.693161524
108.6956439,67.4939128,47.87746527,4.211712268,4.662769354,PACK-L1,1.659759078
108.3549151,67.42363464,56.33483021,4.194922219,1.419995229,PACK-L1,1.652926641
107.2654129,68.28016822,55.08045999,4.339791849,3.579428642,PACK-L1,1.663134764
110.3257766,66.36079652,54.81615325,4.472914957,3.686019762,PACK-L1,1.623338285
111.8023401,65.92480777,63.10071296,4.523628299,1.813822261,PACK-L1,1.679178551
109.5131642,66.33396521,61.53896913,4.49207905,2.471194876,PACK-L1,1.596579182
107.2887116,66.65886152,54.03345578,4.233708944,3.339645233,PACK-L1,1.519022776
110.4688397,66.67422341,61.73682689,4.349645165,3.3380472,PACK-L1,1.712074214
107.8612512,67.70612119,53.49679362,4.200867333,2.507326272,PACK-L1,1.646936275
109.0908362,65.97545991,51.59805964,4.452483365,2.601688702,PACK-L1,1.498395589
109.5032193,66.20382525,47.58794323,4.096544078,5.069550698,PACK-L1,1.600309052
108.5136556,68.1441324,57.92629139,4.51483035,3.049883423,PACK-L1,1.699264717
109.8282132,65.77810171,56.27910388,4.090704157,2.687794973,PACK-L1,1.601652557
109.9235237,67.63692,48.50763699,4.432769099,4.753838361,PACK-L1,1.708194821
107.6065361,67.03074031,56.0432344,4.310317647,5.626405945,PACK-L1,1.587181698
107.0284398,65.86122024,57.44667039,4.413871886,4.706609552,PACK-L1,1.426287879
108.0613008,67.23029101,61.84598086,4.292412797,5.750059281,PACK-L1,1.663105602
108.0729619,67.91551626,60.38124105,4.146653613,1.717546322,PACK-L1,1.714592264
107.2876517,66.89863217,54.98330666,4.071030718,4.412807318,PACK-L1,1.581360952
108.4033558,66.30045506,63.52544491,4.001697351,1.371524209,PACK-L1,1.613602036
111.3741281,65.77996957,46.56901999,3.949012262,2.83260131,PACK-L1,1.662948217
109.9061879,67.36967857,49.04172813,4.317567789,2.961510967,PACK-L1,1.68889282
107.1468215,68.20941925,53.56027816,4.163711891,4.80797157,PACK-L1,1.680671898
107.6338016,68.14783561,54.37254574,4.482579315,3.765168705,PACK-L1,1.645321609
107.6849741,66.6727718,46.17583163,4.000322489,4.634658374,PACK-L1,1.551766595
109.1087775,65.73181843,60.53786498,4.110616221,3.560331931,PACK-L1,1.58230871
108.8279488,67.67600076,53.89101535,4.114712085,2.734803608,PACK-L1,1.714307478
112.0690593,65.73324385,52.00942123,4.461991247,2.549376918,PACK-L1,1.637226862
107.5688727,68.15871262,51.2473243,4.071808063,5.55752974,PACK-L1,1.708305835
110.8981993,66.40684439,62.47151602,4.327030965,3.131066481,PACK-L1,1.715385724
108.2392613,68.24390053,49.67192418,4.451707785,5.022759867,PACK-L1,1.679501191
107.0719192,65.7862165,53.25582913,4.445313464,6.081396299,PACK-L1,1.406746967
112.4522299,65.68269144,51.06676712,4.464100907,4.488203801,PACK-L1,1.663436169
109.5572307,66.08454423,48.28004015,4.413749905,5.969737652,PACK-L1,1.55071298
111.7889359,65.78576104,55.81233123,4.174703529,4.975460126,PACK-L1,1.711025554
107.2408203,67.28887405,57.25698964,4.17426668,4.856452979,PACK-L1,1.614018869
110.7960649,66.31894321,50.13261095,4.27608271,2.637949162,PACK-L1,1.645940504
110.1548475,67.00180773,51.96685525,4.25084374,2.818469908,PACK-L1,1.691009833
110.9731019,66.03564879,58.26130012,4.50704938,3.190163648,PACK-L1,1.634652306
107.6816915,66.30101269,55.64163207,4.022699204,5.49791792,PACK-L1,1.564934503
112.1110183,65.65394173,57.11449734,4.263463051,3.720474064,PACK-L1,1.698017717
107.3525564,67.84985182,60.66168917,4.221481892,2.951666103,PACK-L1,1.667943957
108.8985465,66.07302298,47.39881413,4.252335751,1.765970303,PACK-L1,1.502876951
109.5957943,66.19852946,54.98269699,4.255531821,4.496190854,PACK-L1,1.610446072
108.0009516,68.28800146,53.695156,4.50353085,3.173066623,PACK-L1,1.667445949
112.0074079,66.22675767,47.88623024,4.227695619,3.582169221,PACK-L1,1.707317639
107.4134767,68.54781107,58.72761042,4.392300012,3.704084338,PACK-L1,1.70703266
108.0927971,66.23877008,48.23278518,3.945351962,4.031458833,PACK-L1,1.546484445
108.0864735,66.28496739,53.93739008,4.248564744,3.909226152,PACK-L1,1.528103055
108.129227,67.58378838,61.87419945,4.380118424,5.666191103,PACK-L1,1.685987948
107.0131014,65.80069005,50.7869024,4.361626799,2.606635574,PACK-L1,1.379418002
110.4208059,66.74179347,58.10376995,4.394364619,2.209844539,PACK-L1,1.682259354
108.8741746,67.3211405,53.16985712,4.36670853,4.449890586,PACK-L1,1.651755745
109.7730924,66.92647229,47.2276192,4.504258377,5.52086078,PACK-L1,1.619985417
107.0740307,66.64308404,58.781343,4.430148713,5.114289832,PACK-L1,1.510841328
108.4354309,65.7803665,60.78590958,4.294687399,6.104431467,PACK-L1,1.541525926
107.4205585,66.07022384,61.99968276,4.145066157,5.429285715,PACK-L1,1.539031124
107.2012424,68.963926,57.10150692,4.473448427,2.176609915,PACK-L1,1.702454342
107.6464529,66.19052994,60.90828892,4.225149293,2.33138765,PACK-L1,1.520405153
